,model,conclusion_type,yes_prob,prompt,premise_1,premise_2,premise_3,conclusion
220,gpt2-medium,general,0.2940288484096527,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, dolphins and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,dolphin,rhino,all mammals
221,gpt2-medium,general,0.29786232113838196,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,seal,elephant,all mammals
222,gpt2-medium,general,0.2931981086730957,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,elephant,rhino,all mammals
223,gpt2-medium,general,0.293063759803772,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,squirrel,all mammals
224,gpt2-medium,general,0.2846660912036896,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,dolphin,all mammals
225,gpt2-medium,general,0.2919703423976898,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,seal,all mammals
226,gpt2-medium,general,0.29031550884246826,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,dolphin,all mammals
227,gpt2-medium,general,0.2960067689418793,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,elephant,all mammals
228,gpt2-medium,general,0.3031746447086334,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,rhino,all mammals
229,gpt2-medium,general,0.29149821400642395,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,dolphin,elephant,all mammals
230,gpt2-medium,general,0.2774064540863037,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,seal,all mammals
231,gpt2-medium,general,0.2756724953651428,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, mice and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,elephant,all mammals
232,gpt2-medium,general,0.2730758488178253,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,squirrel,dolphin,all mammals
233,gpt2-medium,general,0.28241878747940063,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,seal,elephant,all mammals
234,gpt2-medium,general,0.2784123420715332,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,elephant,rhino,all mammals
235,gpt2-medium,general,0.29421496391296387,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, squirrels and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,squirrel,seal,all mammals
236,gpt2-medium,general,0.28912076354026794,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,dolphin,seal,all mammals
237,gpt2-medium,general,0.2962866723537445,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,seal,elephant,all mammals
238,gpt2-medium,general,0.30382537841796875,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, seals and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,seal,rhino,all mammals
239,gpt2-medium,general,0.29345351457595825,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,elephant,rhino,all mammals
240,gpt2-medium,general,0.2941817045211792,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,seal,all mammals
241,gpt2-medium,general,0.29798439145088196,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, dolphins and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,rhino,all mammals
242,gpt2-medium,general,0.309801310300827,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, seals and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,seal,rhino,all mammals
243,gpt2-large,specific,0.42269614338874817,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and chimps have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,chimp,,horse
244,gpt2-large,specific,0.4168476462364197,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and gorillas have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,gorilla,,horse
245,gpt2-large,specific,0.4164774715900421,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and mice have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,mouse,,horse
246,gpt2-large,specific,0.43109819293022156,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,squirrel,,horse
247,gpt2-large,specific,0.4059257507324219,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,dolphin,,horse
248,gpt2-large,specific,0.4152415096759796,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,seal,,horse
249,gpt2-large,specific,0.4417308568954468,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,elephant,,horse
250,gpt2-large,specific,0.44303321838378906,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,rhino,,horse
251,gpt2-large,specific,0.4185325801372528,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and gorillas have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,,horse
252,gpt2-large,specific,0.42124220728874207,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and mice have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,mouse,,horse
253,gpt2-large,specific,0.4331933259963989,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,,horse
254,gpt2-large,specific,0.42077240347862244,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,dolphin,,horse
255,gpt2-large,specific,0.4237079918384552,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,seal,,horse
256,gpt2-large,specific,0.4400566816329956,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,elephant,,horse
257,gpt2-large,specific,0.4357559084892273,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",chimp,rhino,,horse
258,gpt2-large,specific,0.41874659061431885,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and mice have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,,horse
259,gpt2-large,specific,0.43831729888916016,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,squirrel,,horse
260,gpt2-large,specific,0.42532023787498474,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,dolphin,,horse
261,gpt2-large,specific,0.4217607080936432,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,seal,,horse
262,gpt2-large,specific,0.44343802332878113,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,elephant,,horse
263,gpt2-large,specific,0.44052931666374207,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",gorilla,rhino,,horse
264,gpt2-large,specific,0.42157459259033203,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and squirrels have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,squirrel,,horse
265,gpt2-large,specific,0.39615780115127563,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,dolphin,,horse
266,gpt2-large,specific,0.40198466181755066,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,seal,,horse
267,gpt2-large,specific,0.4249829053878784,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,elephant,,horse
268,gpt2-large,specific,0.4217018485069275,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",mouse,rhino,,horse
269,gpt2-large,specific,0.4252910017967224,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and dolphins have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,,horse
270,gpt2-large,specific,0.43069398403167725,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,seal,,horse
271,gpt2-large,specific,0.4485970139503479,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,elephant,,horse
272,gpt2-large,specific,0.4515906572341919,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",squirrel,rhino,,horse
273,gpt2-large,specific,0.4022415280342102,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that dolphins and seals have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",dolphin,seal,,horse
274,gpt2-large,specific,0.42114144563674927,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that dolphins and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",dolphin,elephant,,horse
275,gpt2-large,specific,0.42239701747894287,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that dolphins and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",dolphin,rhino,,horse
276,gpt2-large,specific,0.46034809947013855,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that seals and elephants have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",seal,elephant,,horse
277,gpt2-large,specific,0.45863059163093567,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that seals and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",seal,rhino,,horse
278,gpt2-large,specific,0.4789707660675049,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that elephants and rhinos have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",elephant,rhino,,horse
279,gpt2-large,general,0.40709546208381653,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, cows and mice have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,cow,mouse,all mammals
280,gpt2-large,general,0.41264304518699646,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, cows and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,cow,seal,all mammals
281,gpt2-large,general,0.42445820569992065,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, cows and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,cow,rhino,all mammals
282,gpt2-large,general,0.4238891005516052,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, chimps and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,chimp,squirrel,all mammals
283,gpt2-large,general,0.41934800148010254,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, chimps and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,chimp,seal,all mammals
284,gpt2-large,general,0.41724517941474915,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, gorillas and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,gorilla,squirrel,all mammals
285,gpt2-large,general,0.4045315384864807,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, gorillas and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,gorilla,dolphin,all mammals
286,gpt2-large,general,0.4177761971950531,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, mice and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,mouse,squirrel,all mammals
287,gpt2-large,general,0.40611836314201355,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,mouse,seal,all mammals
288,gpt2-large,general,0.41367653012275696,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, mice and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,mouse,rhino,all mammals
289,gpt2-large,general,0.42430368065834045,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, squirrels and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,squirrel,seal,all mammals
290,gpt2-large,general,0.44122573733329773,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, squirrels and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,squirrel,elephant,all mammals
291,gpt2-large,general,0.3965546190738678,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,dolphin,seal,all mammals
292,gpt2-large,general,0.4177136719226837,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that horses, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",horse,dolphin,elephant,all mammals
293,gpt2-large,general,0.37913838028907776,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, chimps and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,chimp,dolphin,all mammals
294,gpt2-large,general,0.3844481408596039,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, chimps and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,chimp,seal,all mammals
295,gpt2-large,general,0.3994936943054199,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, chimps and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,chimp,elephant,all mammals
296,gpt2-large,general,0.3742164373397827,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,mouse,seal,all mammals
297,gpt2-large,general,0.3825293779373169,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, mice and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,mouse,rhino,all mammals
298,gpt2-large,general,0.38573795557022095,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,squirrel,dolphin,all mammals
299,gpt2-large,general,0.3983139991760254,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, squirrels and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,squirrel,rhino,all mammals
300,gpt2-large,general,0.38445308804512024,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,dolphin,elephant,all mammals
301,gpt2-large,general,0.3740236163139343,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, dolphins and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,dolphin,rhino,all mammals
302,gpt2-large,general,0.3943178057670593,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,seal,elephant,all mammals
303,gpt2-large,general,0.4045287072658539,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",cow,elephant,rhino,all mammals
304,gpt2-large,general,0.3950428068637848,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and squirrels have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,squirrel,all mammals
305,gpt2-large,general,0.38309651613235474,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,dolphin,all mammals
306,gpt2-large,general,0.3921644985675812,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, gorillas and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,gorilla,seal,all mammals
307,gpt2-large,general,0.3955244719982147,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,dolphin,all mammals
308,gpt2-large,general,0.41856518387794495,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,elephant,all mammals
309,gpt2-large,general,0.4068783223628998,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, squirrels and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,squirrel,rhino,all mammals
310,gpt2-large,general,0.4011650085449219,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that chimps, dolphins and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",chimp,dolphin,elephant,all mammals
311,gpt2-large,general,0.3945775032043457,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, mice and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,seal,all mammals
312,gpt2-large,general,0.40959295630455017,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, mice and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,mouse,elephant,all mammals
313,gpt2-large,general,0.4045463800430298,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, squirrels and dolphins have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,squirrel,dolphin,all mammals
314,gpt2-large,general,0.4181768298149109,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,seal,elephant,all mammals
315,gpt2-large,general,0.4157942831516266,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that gorillas, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",gorilla,elephant,rhino,all mammals
316,gpt2-large,general,0.3872474730014801,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, squirrels and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,squirrel,seal,all mammals
317,gpt2-large,general,0.35651543736457825,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,dolphin,seal,all mammals
318,gpt2-large,general,0.3914722800254822,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, seals and elephants have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,seal,elephant,all mammals
319,gpt2-large,general,0.373209685087204,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, seals and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,seal,rhino,all mammals
320,gpt2-large,general,0.3934275805950165,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that mice, elephants and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",mouse,elephant,rhino,all mammals
321,gpt2-large,general,0.391745388507843,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, dolphins and seals have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,seal,all mammals
322,gpt2-large,general,0.3980463743209839,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, dolphins and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,dolphin,rhino,all mammals
323,gpt2-large,general,0.40925145149230957,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that squirrels, seals and rhinos have property P. Does this mean that all mammalss have property P? Please answer Yes or No.
A: Yes",squirrel,seal,rhino,all mammals
324,gpt2-xl,specific,0.10220915079116821,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and chimps have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,chimp,,horse
325,gpt2-xl,specific,0.08782913535833359,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and gorillas have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,gorilla,,horse
326,gpt2-xl,specific,0.09898047149181366,"You are an expert on the properties that animals have, and you understand how animals share properties in common.
Recently some animals have been discovered to have property P.
We know that cows and mice have property P. Does this mean that horses have property P? Please answer Yes or No.
A: Yes",cow,mouse,,horse
